0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6875,10.6875,0,0.625,0,0,4.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,2.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0,0,0,0
0.5,2.3125,0,0,0,0,0,0,0,0,0,0,0,0.3125,0,0,0,0,0,0,0,0,0,4.875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.78125,0,0,1.25,0,0.4375,0,1.1875,1.375,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25,0,0,0,0,0,1,0,3.0625,0,0,0,0,0,0.21875,0,0,0,0.375,0,0,0.5,0,0
0,0,0,0,0,0,0.5,0,0,0,12.375,0,0,0,0,0,0,0,0,0,0,0,3.375,0,0,0,0,0,0.25,0,0,0,0,0,0.9375,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,17.375,0,0,0,0,4.5625,0,0,0,4.375,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5625,0,0,0,1.5625,0
0,0,0,0,0,7.3125,10,0,0,0,0,0,0,0,0,1,4.375,0,2.6875,0,0,0,0,5.0625,0,7.9375,0,0,0,2.875,0,0,0,0,0.5,2.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.125,0,0,0,0,0
0,0,0,0,0,0,0,0,0,9.625,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1875,0,0,1.9375,0,0,12.1875,0,0,0,0,0,0,0,0,0,4,1.0625,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1.8125,6.1875,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,5.625,0,0,0,0.9375,0,19.5625,0,0,0,0,0,0,0,0,1.0625,0,0,2.0625,0,0,0,0,4.25,0,0,0,0
0,0,0,0,0,4.75,0,0,0,0,0,0,0.25,0,0,0,0,3.4375,0,0,1.0625,2.25,0,0,0,0.6875,0,3.125,0,0.375,0,0,0,0,0,0,0,0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0,0,0,0,0
0,0,0,0,4.75,0,0.5625,0,0,0,0,0,0,0,0,0.875,1.125,0,0,0,0,0,1.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,3.875,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3125,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.5,0,0,0,0,0,20.1875,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0625,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5625,14.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
